ID,species,year,month,season,x,y,z,location,round,snail_id,morph_sex_M_F_U,Ecotype,Incline,Aspect,Crevice,Barcle,Limpet,Littori_littorea,Littori_obtusata,Melaraphe,Dog_whelk,Top_shell,Mussel,Anemone,Crab,Fucoid_algae,Ulva,Lichen,Gibbula
NE_W3_258,arcana,2018,november,winter,2043.505,2026.195,-0.87,W,3,258,M,W,45,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_157,saxatilis,2018,november,winter,2043.491,2026.225,-0.753,W,3,157,U,W,45,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_184,saxatilis,2018,april,spring,2044.249,2026.576,-0.699,W,1,184,F,W,45,130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_95,saxatilis,2018,august,summer,2044.279,2027.23,-0.863,W,2,95,M,W,45,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_94,saxatilis,2018,august,summer,2044.37,2027.523,-0.717,W,2,94,F,W,45,190,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_W3_256,saxatilis,2018,november,winter,2044.366,2027.669,-0.656,W,3,256,F,W,45,270,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_W3_151,arcana,2018,november,winter,2044.313,2027.793,-0.572,W,3,151,M,W,45,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_149,arcana,2018,november,winter,2045.234,2027.914,-0.749,W,3,149,F,W,45,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_150,arcana,2018,november,winter,2044.264,2028.48,-0.809,W,3,150,F,W,45,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_379,arcana,2018,august,summer,2045.419,2028.523,-0.739,W,2,379,U,W,45,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_479,arcana,2018,august,summer,2045.406,2029.397,-0.262,W,2,479,U,W,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_478,arcana,2018,august,summer,2045.549,2029.41,-0.385,W,2,478,U,W,45,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_155,arcana,2018,april,spring,2045.125,2029.46,-0.225,W,1,155,U,W,45,340,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W3_247,arcana,2018,november,winter,2042.917,2029.502,-0.512,W,3,247,U,W,45,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_248,saxatilis,2018,november,winter,2043.17,2029.851,-0.578,W,3,248,U,W,45,320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_144,saxatilis,2018,november,winter,2045.855,2029.855,-0.552,W,3,144,M,W,45,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_79,arcana,2018,august,summer,2045.385,2030.178,-0.718,W,2,79,F,W,45,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_141,saxatilis,2018,november,winter,2046.067,2030.985,-0.893,W,3,141,M,W,45,330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_137,saxatilis,2018,november,winter,2046.401,2031.163,-0.819,W,3,137,M,W,45,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_138,saxatilis,2018,november,winter,2046.453,2031.417,-0.484,W,3,138,F,W,45,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_139,arcana,2018,november,winter,2046.594,2031.705,-0.475,W,3,139,M,W,45,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_152,arcana,2018,april,spring,2046.371,2032.269,0.365,W,1,152,U,W,45,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_253,saxatilis,2018,november,winter,2044.657,2032.759,-0.768,W,3,253,M,W,45,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_172,arcana,2018,april,spring,2047.045,2032.842,0.017,W,1,172,U,W,45,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W3_254,saxatilis,2018,november,winter,2045.46,2033.007,-0.665,W,3,254,M,W,45,270,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_66,saxatilis,2018,august,summer,2045.538,2033.293,-0.75,W,2,66,M,W,45,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_148,arcana,2018,april,spring,2045.843,2033.767,-0.896,W,1,148,F,W,45,110,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_64,saxatilis,2018,august,summer,2045.669,2033.958,-0.779,W,2,64,F,W,45,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_125,saxatilis,2018,november,winter,2047.118,2034.374,0.543,W,3,125,F,W,45,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_17,arcana,2018,april,spring,2045.916,2034.759,-0.831,W,1,17,F,W,45,350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_167,arcana,2018,april,spring,2048.013,2034.811,-0.756,W,1,167,M,W,45,130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_243,saxatilis,2018,november,winter,2045.975,2035.059,-0.726,W,3,243,F,W,45,330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_146,saxatilis,2018,april,spring,2046.34,2035.162,-1.013,W,1,146,M,W,45,110,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_371,arcana,2018,april,spring,2041.771,2035.176,-2.156,W,1,371,M,W,45,220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_51,arcana,2018,august,summer,2047.354,2035.198,-0.265,W,2,51,U,W,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_39,arcana,2018,august,summer,2047.846,2037.263,-0.191,W,2,39,M,W,45,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_365,arcana,2018,august,summer,2048.944,2037.888,-0.963,W,2,365,U,W,45,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_364,saxatilis,2018,august,summer,2048.921,2037.952,-0.839,W,2,364,U,W,45,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_100,saxatilis,2018,november,winter,2048.242,2038.196,-0.66,W,3,100,U,W,45,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_40,arcana,2018,november,winter,2044.989,2045.071,-0.726,W,3,40,U,W,45,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_12,arcana,2018,august,summer,2044.471,2045.598,-0.118,W,2,12,U,W,45,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_100,saxatilis,2018,april,spring,2044.318,2045.687,0.002,W,1,100,F,W,45,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_36,saxatilis,2018,november,winter,2044.044,2045.747,0.06,W,3,36,F,W,45,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_99,arcana,2018,april,spring,2044.257,2045.783,0.052,W,1,99,M,W,45,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_35,arcana,2018,november,winter,2044.541,2045.789,-0.064,W,3,35,U,W,45,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_21,arcana,2018,august,summer,2045.41,2045.981,0.293,W,2,21,U,W,45,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_42,saxatilis,2018,november,winter,2045.309,2046.288,0.373,W,3,42,F,W,45,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W1_122,arcana,2018,april,spring,2046.206,2046.407,0.23,W,1,122,U,W,45,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_98,saxatilis,2018,april,spring,2044.391,2046.423,-0.067,W,1,98,F,W,45,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_125,saxatilis,2018,april,spring,2045.766,2046.452,0.166,W,1,125,F,W,45,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_123,arcana,2018,april,spring,2046.18,2046.46,0.069,W,1,123,U,W,45,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_4,arcana,2018,august,summer,2044.806,2046.549,-0.069,W,2,4,U,W,45,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_128,arcana,2018,april,spring,2046.824,2046.602,-0.922,W,1,128,U,W,45,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_29,arcana,2018,november,winter,2045.178,2046.758,-0.22,W,3,29,U,W,45,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_29,arcana,2018,august,summer,2045.254,2046.772,-0.321,W,2,29,M,W,45,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_2,arcana,2018,august,summer,2045.027,2046.779,-0.172,W,2,2,U,W,45,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_2,arcana,2018,august,summer,2045.027,2046.779,-0.172,W,2,2,U,W,45,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_26,saxatilis,2018,august,summer,2045.89,2046.785,-0.07,W,2,26,M,W,45,170,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W1_104,saxatilis,2018,april,spring,2044.394,2046.911,-0.481,W,1,104,F,W,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_127,arcana,2018,april,spring,2046.981,2047.036,-0.919,W,1,127,M,W,45,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_32,saxatilis,2018,november,winter,2044.714,2047.239,-0.472,W,3,32,M,W,45,80,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W3_31,arcana,2018,november,winter,2045.092,2047.366,-0.254,W,3,31,U,W,45,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W1_38,arcana,2018,april,spring,2046.218,2048.489,-0.907,W,1,38,NA,W,45,150,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_17,saxatilis,2018,november,winter,2041.911,2011.749,-0.527,W,3,17,NA,W,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_F2_172,arcana,2017,november,winter,1969.779,2023.998,195.499,F,2,172,F,W,80,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_170,saxatilis,2017,july,summer,2051.844,2024.773,199.045,E,2,170,F,W,90,160,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NE_E3_320,arcana,2017,october,winter,2051.579,2024.869,199.723,E,3,320,M,W,90,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_169,arcana,2017,july,summer,2051.588,2024.912,199.703,E,2,169,U,W,90,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_217,saxatilis,2017,july,summer,2051.532,2024.92,199.705,E,2,217,U,W,90,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_216,arcana,2017,july,summer,2051.539,2024.92,199.67,E,2,216,U,W,90,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_215,arcana,2017,july,summer,2051.53,2024.922,199.694,E,2,215,U,W,90,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_168,arcana,2017,july,summer,2051.529,2024.927,199.618,E,2,168,U,W,90,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_214,arcana,2017,july,summer,2051.536,2024.928,199.719,E,2,214,F,W,90,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_319,arcana,2017,october,winter,2051.44,2024.946,199.905,E,3,319,M,W,90,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_213,arcana,2017,july,summer,2051.42,2024.984,199.905,E,2,213,U,W,90,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_167,saxatilis,2017,july,summer,2051.177,2024.988,199.886,E,2,167,U,W,90,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_443,saxatilis,2017,april,spring,2051.564,2025.015,199.526,E,1,443,U,W,90,225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE_E1_442,saxatilis,2017,april,spring,2051.449,2025.106,199.924,E,1,442,M,W,90,230,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE_E2_211,saxatilis,2017,july,summer,2049.188,2025.238,199.754,E,2,211,U,W,90,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_212,arcana,2017,july,summer,2049.212,2025.256,199.711,E,2,212,U,W,90,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_210,arcana,2017,july,summer,2049.221,2025.262,199.738,E,2,210,U,W,90,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_445,saxatilis,2017,april,spring,2052.062,2025.425,199.47,E,1,445,F,W,90,135,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
NE_E2_172,saxatilis,2017,july,summer,2052.009,2025.742,199.73,E,2,172,U,W,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_490,arcana,2017,april,spring,2052.249,2026.253,199.367,E,1,490,M,W,90,130,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NE_E1_452,arcana,2017,april,spring,2052.689,2026.42,199.034,E,1,452,M,W,90,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
NE_E1_449,saxatilis,2017,april,spring,2052.213,2026.508,199.299,E,1,449,F,W,90,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E1_448,arcana,2017,april,spring,2052.091,2026.515,199.468,E,1,448,F,W,90,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_174,arcana,2017,july,summer,2052.124,2026.625,199.15,E,2,174,M,W,90,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E1_70,arcana,2017,april,spring,NA,NA,NA,E,1,70,U,W,90,285,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE_E3_335,arcana,2017,october,winter,2050.354,2027.249,200.088,E,3,335,M,W,90,250,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_336,arcana,2017,october,winter,2050.306,2027.279,200.139,E,3,336,F,W,90,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_333,arcana,2017,october,winter,2050.469,2027.292,199.814,E,3,333,M,W,90,230,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_337,arcana,2017,october,winter,2050.153,2027.315,200.034,E,3,337,F,W,90,250,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_313,arcana,2017,october,winter,2049.016,2027.351,200.053,E,3,313,M,W,90,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_334,arcana,2017,october,winter,2050.486,2027.356,199.826,E,3,334,M,W,90,230,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_340,arcana,2017,october,winter,2050.122,2027.368,200.181,E,3,340,U,W,90,250,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_486,arcana,2017,april,spring,2050.528,2027.437,199.839,E,1,486,M,W,90,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NE_E1_488,arcana,2017,april,spring,2050.585,2027.445,199.698,E,1,488,F,W,90,75,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NE_E1_489,arcana,2017,april,spring,2050.713,2027.474,199.544,E,1,489,F,W,90,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E1_451,saxatilis,2017,april,spring,2052.749,2027.585,198.971,E,1,451,M,W,90,330,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NE_E1_464,saxatilis,2017,april,spring,2055.727,2027.662,199.488,E,1,464,F,W,90,185,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_189,saxatilis,2017,july,summer,2053.287,2027.715,199.298,E,2,189,F,W,90,180,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E2_188,arcana,2017,july,summer,2053.669,2027.719,199.621,E,2,188,M,W,90,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_190,arcana,2017,july,summer,2053.506,2027.794,199.713,E,2,190,U,W,90,200,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E2_166,arcana,2017,july,summer,2056.268,2027.852,199.425,E,2,166,U,W,90,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_461,saxatilis,2017,april,spring,2055.016,2027.853,199.668,E,1,461,U,W,90,275,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E1_466,saxatilis,2017,april,spring,2056.091,2027.873,199.526,E,1,466,U,W,90,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_341,arcana,2017,october,winter,2053.65,2027.875,199.804,E,3,341,M,W,90,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_187,arcana,2017,july,summer,2053.692,2027.886,199.707,E,2,187,U,W,90,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_494,arcana,2017,april,spring,2053.42,2027.913,199.57,E,1,494,M,W,90,225,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NE_E1_493,saxatilis,2017,april,spring,2053.421,2027.913,199.604,E,1,493,F,W,90,200,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NE_E2_175,saxatilis,2017,july,summer,2052.707,2027.936,199.299,E,2,175,F,W,90,280,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NE_E1_497,saxatilis,2017,april,spring,2054.999,2027.938,199.709,E,1,497,M,W,90,295,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E2_158,arcana,2017,july,summer,2053.974,2028.082,199.72,E,2,158,F,W,90,160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_458,saxatilis,2017,april,spring,2053.813,2028.197,199.764,E,1,458,F,W,90,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E3_371,arcana,2017,october,winter,2054.917,2028.29,199.668,E,3,371,F,W,90,170,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_164,arcana,2017,july,summer,2056.406,2028.357,199.513,E,2,164,F,W,90,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_348,saxatilis,2017,october,winter,2053.585,2028.399,199.626,E,3,348,F,W,90,110,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_351,saxatilis,2017,october,winter,2053.651,2028.487,199.626,E,3,351,M,W,90,110,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_349,arcana,2017,october,winter,2053.632,2028.492,199.627,E,3,349,M,W,90,110,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_165,saxatilis,2017,july,summer,2056.253,2028.494,199.535,E,2,165,U,W,90,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_350,arcana,2017,october,winter,2053.634,2028.534,199.625,E,3,350,F,W,90,110,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_368,arcana,2017,october,winter,2055.077,2028.535,199.654,E,3,368,M,W,90,170,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_345,arcana,2017,october,winter,2053.699,2028.568,199.712,E,3,345,F,W,90,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_485,arcana,2017,april,spring,2052.603,2028.681,199.842,E,1,485,M,W,90,40,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NE_E3_346,arcana,2017,october,winter,2053.747,2028.682,199.645,E,3,346,F,W,90,300,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_185,arcana,2017,july,summer,2053.337,2028.71,199.626,E,2,185,U,W,90,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_352,arcana,2017,october,winter,2053.394,2028.738,199.768,E,3,352,U,W,90,250,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_182,saxatilis,2017,july,summer,2053.274,2028.793,199.551,E,2,182,M,W,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_183,saxatilis,2017,july,summer,2053.281,2028.807,199.551,E,2,183,M,W,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E3_356,arcana,2017,october,winter,2053.315,2028.829,199.622,E,3,356,F,W,90,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_484,arcana,2017,april,spring,2052.667,2028.845,199.53,E,1,484,M,W,90,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NE_E3_357,arcana,2017,october,winter,2053.563,2028.865,199.687,E,3,357,F,W,90,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_193,saxatilis,2017,july,summer,2055.73,2028.994,199.551,E,2,193,M,W,90,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_207,arcana,2017,july,summer,2054.664,2029.05,199.499,E,2,207,F,W,90,160,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E1_482,arcana,2017,april,spring,2053.641,2029.209,199.561,E,1,482,M,W,90,245,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NE_E1_468,arcana,2017,april,spring,2057.496,2029.23,199.624,E,1,468,F,W,90,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_202,saxatilis,2017,july,summer,2057.927,2029.352,199.403,E,2,202,M,W,90,150,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_366,arcana,2017,october,winter,2054.294,2029.374,199.54,E,3,366,F,W,90,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_483,arcana,2017,april,spring,2053.548,2029.432,199.767,E,1,483,F,W,90,305,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NE_E3_362,arcana,2017,october,winter,2054.272,2029.453,199.643,E,3,362,F,W,90,320,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_364,arcana,2017,october,winter,2054.231,2029.545,199.575,E,3,364,M,W,90,320,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_363,arcana,2017,october,winter,2054.248,2029.569,199.574,E,3,363,M,W,90,320,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_358,saxatilis,2017,october,winter,2054.045,2029.778,199.43,E,3,358,M,W,90,210,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_359,arcana,2017,october,winter,2054.072,2029.831,199.452,E,3,359,F,W,90,220,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_380,saxatilis,2017,october,winter,2056.476,2030.006,199.595,E,3,380,M,W,90,310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_196,arcana,2017,july,summer,2055.665,2030.511,199.46,E,2,196,U,W,90,40,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_197,arcana,2017,july,summer,2055.835,2030.515,199.377,E,2,197,M,W,90,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_473,saxatilis,2017,april,spring,2057.92,2030.975,199.013,E,1,473,F,W,90,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_474,saxatilis,2017,april,spring,2057.944,2031.374,199.171,E,1,474,F,W,90,145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_198,saxatilis,2017,july,summer,2055.487,2031.674,199.183,E,2,198,F,W,90,180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_200,saxatilis,2017,july,summer,2058.137,2031.888,198.785,E,2,200,M,W,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_477,saxatilis,2017,april,spring,2055.387,2032.405,199.422,E,1,477,F,W,90,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_55,arcana,2017,april,spring,2002.225,2034.134,199.699,E,1,55,M,W,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE_E1_345,saxatilis,2017,april,spring,2003.677,2034.727,198.946,E,1,345,F,W,90,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NE_E1_56,arcana,2017,april,spring,2003.697,2034.756,199.462,E,1,56,M,W,90,170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE_E2_473,saxatilis,2017,july,summer,2033.609,2034.777,199.15,E,2,473,F,W,90,250,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_475,saxatilis,2017,july,summer,2033.73,2034.778,198.997,E,2,475,M,W,90,170,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_474,saxatilis,2017,july,summer,2033.747,2034.813,199.08,E,2,474,U,W,90,150,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_279,arcana,2017,october,winter,2000.775,2034.86,199.861,E,3,279,M,W,90,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_52,arcana,2017,april,spring,2000.779,2034.866,199.852,E,1,52,M,W,90,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_360,saxatilis,2017,april,spring,2000.769,2034.867,199.942,E,1,360,M,W,90,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_399,saxatilis,2017,april,spring,2033.691,2034.927,199.231,E,1,399,M,W,90,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_316,saxatilis,2017,july,summer,1997.119,2034.968,199.476,E,2,316,U,W,90,210,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_303,arcana,2017,july,summer,2001.03,2034.971,199.974,E,2,303,F,W,90,240,in,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_315,saxatilis,2017,july,summer,1997.192,2035,199.446,E,2,315,F,W,90,190,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E1_49,saxatilis,2017,april,spring,1997.093,2035.009,199.604,E,1,49,F,W,90,210,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E1_347,saxatilis,2017,april,spring,2004.273,2035.02,199.296,E,1,347,M,W,90,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE_E3_457,saxatilis,2017,october,winter,2033.466,2035.041,199.402,E,3,457,F,W,90,340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_395,saxatilis,2017,april,spring,2033.308,2035.051,199.202,E,1,395,M,W,90,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_348,arcana,2017,april,spring,2000.248,2035.054,200.159,E,1,348,F,W,90,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E3_288,arcana,2017,october,winter,2004.006,2035.058,198.951,E,3,288,F,W,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_57,arcana,2017,april,spring,2004.093,2035.058,199.824,E,1,57,U,W,90,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E3_453,saxatilis,2017,october,winter,2033.238,2035.072,199.249,E,3,453,F,W,90,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_137,arcana,2017,july,summer,2004.098,2035.076,199.941,E,2,137,U,W,90,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
